,address,block,coordinates,cuisine_type,dining_category,feature,index,meal,name,phonenumber,price,rating,rating_atmosphere,rating_food,rating_service,rating_value,review_number,special_diets
0,"181 Orchard Road Orchard Central #11-03/04, Singapore 238896 Singapore",Somerset,"1.30076,103.83969","American, Bar, Pub","[u'$$ - $$$, American, Bar, Pub']","Reservations, Seating, Serves Alcohol, Table Service",2360,"Lunch, Dinner",Burgers vs Wings + Bar,tel:+65 6634 0423,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,33 reviews,
0,"171 East Coast Road Santa Grand Hotel East Coast Attached to Santa Grand Hotel, Singapore 428877 Singapore",Marine Parade,"1.306818,103.90606",,"[u'$$ - $$$, Mexican, American, Bar']",,2361,,Platypus Cantina,tel:+65 6344 0166,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,27 reviews,
0,"30 Victoria Street Chijmes, Singapore 187996 Singapore",City Hall,"1.29544,103.85197","Steakhouse, Bar","[u'$$ - $$$, Steakhouse, Bar']","Reservations, Seating, Serves Alcohol, Table Service",2362,"Lunch, Dinner, After-hours",Hog's Breath Cafe-Chimjes,tel:+65 6338 1387,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,101 reviews,
0,"23 Merchant Road Level 1 Park Regis Singapore Park Regis Singapore, Singapore 058268 Singapore",Central Area/City Area,"1.288332,103.84484","Chinese, Asian","[u'$$$$, Chinese, Asian']","Reservations, Private Dining, Seating, Wheelchair Accessible, Table Service",2363,"Lunch, Dinner",Royal Pavilion,tel:+65 6818 8851,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,19 reviews,
0,"Rendezvous Hotel 9 Bras Basah Rd, Singapore Singapore",Central Area/City Area,"1.29862,103.84919","Mexican, Fast food","[u'$, Mexican, Fast food']","Takeout, Reservations",2364,"Lunch, Dinner",Club Baja,,,3.5,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,20 reviews,
0,"Cineleisure, Orchard Road #01-01/01A, 8 Grange Rd, Singapore 238896 Singapore",Somerset,"1.301156,103.836845",Fast food,"[u'$$ - $$$, Fast food']","Takeout, Reservations, Wheelchair Accessible",2365,"Lunch, Dinner, Brunch",B Burger,tel:+65 6732 2123,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,15 reviews,
0,"2 Jalan Bukit Merah Brickworks Estate #01-5142, Singapore 150002 Singapore",Bukit Merah,"1.28674,103.80672",Cafe,[u'Cafe'],,2366,,Geometry,tel:+65 6255 6366,,4.5,,,,,7 reviews,
0,"1 Harbourfront Walk #03-01 Vivo City 23 Vivo City, Singapore 098585 Singapore",Bukit Merah,"1.26431,103.82207",,[u'$'],,2367,,Goen,tel:+65 6377 6870,,4.0,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,12 reviews,
0,"HDB Block 4, Queen's Road #02-139, Singapore 260004 Singapore",Bukit Timah,"1.318581,103.80799","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Reservations, Seating, Table Service, Takeout",2368,"Lunch, Dinner",Westlake Eating House,tel:+65 6474 7283,,4.0,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,18 reviews,
0,"Airport Blvd Changi Airport, Singapore Singapore",,"1.360138,103.98954","Chinese, Asian, Singaporean","[u'Chinese, Asian, Singaporean']",Reservations,2369,Dinner,Shang Social,,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,30 reviews,
0,"511 Bishan Street 13, Singapore 570511 Singapore",Bishan,"1.34923,103.8499","Asian, Singaporean","[u'$, Asian, Singaporean']",Takeout,2370,"Lunch, Dinner",Ming Kee Chicken Rice & Porridge,,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,22 reviews,
0,"273 Thomson Road Novena Gardens Novena Gardens, Singapore, Singapore 307644 Singapore",Moulmein,"1.32049,103.84198","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Reservations, Seating, Highchairs Available, Table Service",2371,"Lunch, Dinner",Peach Garden Restaurant,,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,26 reviews,
0,"3 Yung Sheng Road #03-150 Taman Jurong Market and Food Centre, Singapore 038983 Singapore",Taman Jurong,"1.33468,103.72135","Asian, Singaporean, Chinese","[u'$, Asian, Singaporean, Chinese']",,2372,"Breakfast, Lunch",58 Minced Meat Noodle,tel:+65 9336 0633,S$4 - S$6,4.5,,,,,7 reviews,
0,"1901 Changi Village Road #01-2046, Singapore 507721 Singapore",Changi West,"1.38595,103.98739","Asian, Malaysian","[u'$, Asian, Malaysian']",,2373,,Makan Melaka,,,4.0,,,,,11 reviews,
0,"1 Kim Seng Promenade Great World City # B1 03 04, Singapore 237994 Singapore",Central Area/City Area,"1.293611,103.8317","Sushi, Japanese, Seafood","[u'$$ - $$$, Sushi, Japanese, Seafood']",,2374,,Ami Ami,tel:+65 6835 9071,,4.0,,,,,9 reviews,
0,"534 Macpherson Road, Singapore 368220 Singapore",Macpherson,"1.33234,103.88447","Chinese, Asian","[u'Chinese, Asian']",,2375,"Lunch, Dinner",Kin Kin Restaurant,tel:+65 6743 1372,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,15 reviews,
0,"180 Kitchener Road #05-04 City Square Mall, Singapore 208539 Singapore",Lavender,"1.311392,103.85661","Korean, Asian","[u'Korean, Asian']","Reservations, Seating, Table Service",2376,"Lunch, Dinner",Seoul Jjimdak,tel:+65 6634 2668,,4.0,,,,,12 reviews,
0,"74 Tras Street, Singapore 079013 Singapore",Outram,"1.27749,103.84408",Spanish,[u'Spanish'],,2377,Dinner,House of Dandy,tel:+65 9181 2340,,4.5,,,,,10 reviews,
0,"1 Jalan Besar #01-15 New World Centre, Singapore 209037 Singapore",Central Area/City Area,"1.30752,103.85751",,[u'$'],,2378,"Breakfast, Dinner, Brunch",McDonald's,tel:+65 6298 4181,,4.0,,,,,18 reviews,
0,"23 Bali Lane, Singapore 189859 Singapore",Central Area/City Area,"1.30081,103.85836","Thai, Asian","[u'$, Thai, Asian']",,2379,"Dinner, Lunch",Sticky Rice,tel:+65 6294 0118,S$6 - S$10,4.0,,,,,17 reviews,
0,"153 Rochor Road, Singapore 188428 Singapore",Central Area/City Area,"1.301406,103.855064","Asian, Malaysian, Chinese","[u'Asian, Malaysian, Chinese, Vegetarian Friendly']",,2380,"Lunch, Dinner, Brunch",Idealite,,,4.0,,,,,12 reviews,Vegetarian Friendly
0,"38 Maxwell Road Air View Building, Singapore 069116 Singapore",Central Business District,"1.279373,103.84509","Chinese, Asian, Korean","[u'$$ - $$$, Chinese, Asian, Korean']",Reservations,2381,,Hwang Sil,tel:+65 6224 4371,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,10 reviews,
0,"No. 238 Thomson Road Novena Square #03-47/56 Velocity @ Novena Square, Singapore 307683 Singapore",Moulmein,"1.32013,103.84368","Asian, Singaporean","[u'$, Asian, Singaporean']","Takeout, Seating",2382,"Lunch, Dinner, Brunch",Kopitiam - Velocity @ Novena Square,tel:+65 6333 3344,,3.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,30 reviews,
0,"1220 East Coast Parkway Stall 43 East Coast Lagoon Food Village, Singapore Singapore",Bedok,"1.30703,103.93508",,[u'$'],,2383,,Stingray Forever,,,4.5,,ui_bubble_rating bubble_50,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,8 reviews,
0,"260 Orchard Road The Heeren, Singapore 238855 Singapore",Somerset,"1.302083,103.837494","French, Spanish, Grill, Caucasian, Bar, European, Pub","[u'$$ - $$$, French, Spanish, Grill']","Reservations, Seating, Table Service, Serves Alcohol",2384,"Dinner, Lunch",Glasshouse by DHM,tel:+65 6235 4475,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,36 reviews,
0,"1 Geylang Lorong 23, Highpoint Block 6, Singapore 388352 Singapore",Aljunied,"1.31314,103.88111","Chinese, Seafood, Asian","[u'$$ - $$$, Chinese, Seafood, Asian']","Seating, Reservations, Table Service",2385,"Lunch, Dinner",Old Geylang,tel:+65 6745 1248,,4.0,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,29 reviews,
0,"Jurong Point, 1 Jurong West Central 2 #03-42/47 s648331,Boon Lay District, Singapore 648331 Singapore",Jurong West,"1.34025,103.70656","Japanese, Asian","[u'Japanese, Asian']","Takeout, Reservations, Seating",2386,"Lunch, Dinner",MOF @ My Izakaya,tel:+65 6792 3617,,4.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,16 reviews,
0,"107 Owen Road, Singapore 218914 Singapore",Kampong Java,"1.313557,103.853","Chinese, Asian, Soups","[u'$$ - $$$, Chinese, Asian, Soups']","Takeout, Parking Available, Wheelchair Accessible",2387,"Lunch, Breakfast",Heng Heng Claypot Bak Kut Teh,tel:+65 6292 4913,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,17 reviews,
0,"40 Pasir Panjang Road Mapletree Business City Mapletree Business City, #02-39, Singapore 117383 Singapore",Pasir Panjang 2,"1.274525,103.79984",Korean,"[u'$, Korean']",,2388,,Paik's Coffee,tel:+65 6255 7840,S$7 - S$19,4.5,,,,,6 reviews,
0,"Changi Airport T3 Airport Blvd, Singapore 819643 Singapore",Changi,"1.35572,103.98579","Asian, Singaporean","[u'$, Asian, Singaporean']",,2389,Dinner,Jollibean,tel:+65 6242 8377,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,14 reviews,
0,"145 Jalan Besar, Singapore 208863 Singapore",Central Area/City Area,"1.30713,103.85618",,[u'$'],"Reservations, Table Service",2390,Dinner,Lotus Thai Restaurant,tel:+65 6291 3869,,4.0,,,,,14 reviews,
0,"Changi Village Road Blk 5 #01-2019, Singapore 500005 Singapore",Changi,"1.388949,103.987114","Indian, Asian, Thai, Malaysian","[u'$, Indian, Asian, Thai']",Reservations,2391,,Mr Mamak Restaurant,tel:+65 6384 4424,,4.0,,,,,9 reviews,
0,"331 North Bridge Road Odeon Towers Odeon Towers #02-01, Singapore 188720 Singapore", from City Hall Building,"1.295925,103.85341",Cafe,[u'Cafe'],,2392,"Breakfast, Lunch, Dinner",Kurasu,,,4.5,,,,,8 reviews,
0,"26 Liang Seah Street, Singapore 189047 Singapore",Central Area/City Area,"1.29828,103.85633",,[],,2393,,Xiang Cao Yunnan Original Ecology Hotpot,tel:+65 6635 8243,,4.5,,,,,6 reviews,
0,"Dempsey Road, Singapore Singapore",Tanglin,"1.30334,103.81038","Indian, Asian","[u'$$ - $$$, Indian, Asian']",,2394,Dinner,Vintage India,,S$51 - S$204,4.0,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,23 reviews,
0,"55 Chai Chee Drive #01-186, Singapore 462055 Singapore",Bedok,"1.32715,103.91893",,[],,2395,"Breakfast, Lunch, Dinner",Khan Saab Restaurant,tel:+65 6244 4430,,4.0,,,,,11 reviews,
0,"799 New Upper Changi Road Bedok Point #02-30/31 Bedok Point, Singapore 467351 Singapore",Bedok,"1.32514,103.93225",,[],"Reservations, Seating, Table Service",2396,Dinner,5 Senses,tel:+65 6241 0676,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,16 reviews,
0,"Blk 808 French Road Kitchener Complex #01-03 Kitchener Complex, Singapore 200808 Singapore",Lavender,"1.30878,103.86132",,[u'$'],,2397,,Tai Sun Eating House,tel:+65 6293 6973,,4.5,,,,,9 reviews,
0,"1 Maritime Sq #01-98 HarbourFront Centre #01-98 Harbour Front Centre, Singapore Singapore",Bukit Merah,"1.264553,103.819305","Asian, Vietnamese","[u'$$ - $$$, Asian, Vietnamese']","Takeout, Seating, Reservations, Table Service",2398,"Lunch, Dinner",The Orange Lantern,tel:+65 6274 1968,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,49 reviews,
0,"70 Boat Quay, Singapore 049858 Singapore", from Merlion Park,"1.28794,103.84924","Bar, European, Pub","[u'$$ - $$$, Bar, European, Pub']",,2399,"Dinner, After-hours, Drinks",LITTLE LONDON English Bar,tel:+65 9738 5310,S$3 - S$31,5.0,,,,,5 reviews,
0,"200 Victoria Street Bugis Junction Bugis Junction #B1-14/15, Singapore 188021 Singapore",Central Area/City Area,"1.29966,103.85571",Cafe,[u'Cafe'],,2400,,Four Leaves Bakery,,,4.0,,,,,9 reviews,
0,"5 Changi Business Park Central 1 Changi City Point B1-35 Changi City Point, Singapore 486038 Singapore",Changi,"1.33418,103.96277",,"[u'$, Vegetarian Friendly']",,2401,,Subway,tel:+65 6636 1631,,4.0,,,,,14 reviews,Vegetarian Friendly
0,"94 Tanjong Pagar Road, Singapore 088515 Singapore",Outram,"1.278175,103.84376",Cafe,"[u'$$ - $$$, Cafe, Vegetarian Friendly']",,2402,"Breakfast, Lunch, Dinner, Brunch",Drury Lane,tel:+65 6222 6698,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,56 reviews,Vegetarian Friendly
0,"465 Joo Chiat Road, Singapore 427677 Singapore",Marine Parade,"1.306661,103.90463",,"[u'$$ - $$$, Italian, American, Bar']",,2403,,The Communal Place,tel:+65 6282 3359,,4.5,,,,,6 reviews,
0,"1 Thong Soon Avenue Springleaf Garden, Singapore 787431 Singapore",Yishun,"1.39704,103.81884","Asian, Indian","[u'$, Asian, Indian, Halal']",,2404,"Breakfast, Lunch, Dinner, Brunch",The Prata Place,tel:+65 6459 5670,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,21 reviews,Halal
0,"3 Simei Street 6 Floor Eastpoint Mall 02-05, East Point Mall, Singapore 528833 Singapore",Tampines,"1.34246,103.95275","Asian, Thai","[u'$$ - $$$, Asian, Thai']","Takeout, Reservations, Wheelchair Accessible, Seating",2405,"Lunch, Dinner",Siam Kitchen,,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,19 reviews,
0,"2 Orchard Turn Ion Orchard Floor 30 Unit B 4, Singapore 238801 Singapore",Boulevard,"1.30408,103.83181",,[],Reservations,2406,"Lunch, Dinner",Simply Wrapps,tel:+65 6509 6008,,4.0,,,,,13 reviews,
0,"Goldhill Shopping Centre, Singapore Singapore",City Hall,"1.29225,103.84954","Japanese, Sushi, Asian","[u'$$ - $$$, Japanese, Sushi, Asian']","Reservations, Seating, Table Service",2407,"Lunch, Dinner",Nara Japanese Restaurant,tel:+65 6256 6588,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,23 reviews,
0,"382 Joo Chiat Road, Singapore 427622 Singapore",Marine Parade,"1.307943,103.90344","Italian, Steakhouse, International, Contemporary","[u'$$ - $$$, Italian, Steakhouse, International']","Seating, Reservations, Table Service",2408,"Dinner, Lunch",Picotin Express,tel:+65 6877 1191,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,18 reviews,
0,"80 Marine Parade Road #1-18 Parkway Parade #B, Singapore 449269 Singapore",Marine Parade,"1.302085,103.90548",,[],,2409,,Ramen Keisuke Tonkotsu King Matsuri,tel:+65 6440 5548,,4.0,,,,,13 reviews,
0,"53 Sims Place #01-160 Sims Vista, Singapore 380053 Singapore",Aljunied,"1.31781,103.88005","Cafe, European","[u'Cafe, European']",,2410,,Builders at Sims,,,4.5,,,,,6 reviews,
0,"323 Alexandra Road Level 7 Alexandra Central Park Hotel Alexandra, Singapore 159972 Singapore",Bukit Merah,"1.28751,103.80519","Bar, Pub","[u'$$ - $$$, Bar, Pub']","Reservations, Seating",2411,Dinner,Aqua Luna,,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,23 reviews,
0,"53 Temple Street, Singapore 058598 Singapore",Outram,"1.283178,103.84361",Chinese,"[u'$$ - $$$, Chinese']","Reservations, Table Service",2412,"Dinner, Lunch",Old Yang Kee Hunan Restaurant,tel:+65 6222 4802,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,13 reviews,
0,"80 Marine Parade Road #01-17A Parkway Parade Parkway Parade Shopping Complex, Singapore 449269 Singapore",Marine Parade,"1.30109,103.90525","Asian, Malaysian","[u'$$ - $$$, Asian, Malaysian']","Seating, Reservations, Wheelchair Accessible, Table Service",2413,"Lunch, Dinner",Papparich Parkway Parade Branch,tel:+65 6344 6323,,3.5,,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,24 reviews,
0,Singapore Singapore,,,"Asian, International, Malaysian","[u'$$ - $$$, Asian, International, Malaysian']","Reservations, Buffet, Seating, Wheelchair Accessible, Serves Alcohol",2414,"Breakfast, Lunch, Dinner",Copthorn King Hotel/Restaurant,,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,32 reviews,
0,"Block 134 Geylang East Avenue 1 #01-229 Geylang East Grove, Singapore 380134 Singapore",Aljunied,"1.316,103.88601","Chinese, Healthy","[u'Chinese, Healthy']",,2415,,Kwan Inn Vegetarian Food,tel:+65 6744 4424,,5.0,,,,,6 reviews,
0,"51 Old Airport Road Old Airport Road Hawkers' Centre 01-81 Old Airport Road Food Centre, Singapore 390051 Singapore",Aljunied,"1.30793,103.8857",,[],,2416,,Xiang Ji Lor Me Zha Jiang Mian,,,5.0,,,,,6 reviews,
0,"930 Yishun Avenue 2 Northpoint Shopping Centre, Singapore 769098 Singapore",Yishun,"1.42942,103.8359",Chinese,[u'Chinese'],,2417,,Wee Nam Kee Chicken Rice,tel:+65 6481 4889,,4.5,,,,,7 reviews,
0,"303 Lorong 6 Toa Payoh Toa Payoh Town Park, Singapore 319393 Singapore",Toa Payoh Central,"1.330222,103.84918",Chinese,[u'Chinese'],Reservations,2418,Lunch,Oasis Taiwan Porridge Restaurant,tel:+65 6346 4418,,4.0,,,,,10 reviews,
0,"OG Orchard Point#01-13 160 Orchard Road Singfapore 238842, Singapore Singapore",Somerset,"1.300692,103.840675","Japanese, Soups, Asian","[u'$$ - $$$, Japanese, Soups, Asian']",Seating,2419,"Lunch, Dinner",Hachifukumaru by Nantsuttei Group,,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,19 reviews,
0,"200 Victoria Street #02-46 Bugis Junction Bugis Junction, Singapore 188021 Singapore",Central Area/City Area,"1.29966,103.85571","Asian, Thai","[u'$$ - $$$, Asian, Thai, Vegetarian Friendly']",,2420,"Lunch, Dinner",Bangkok Jam,tel:+65 6337 3777,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,38 reviews,Vegetarian Friendly
0,"Lor 24 Geylang 452-454, Singapore 389413 Singapore",Boon Keng,"1.31731,103.87429",Indian,[u'Indian'],,2421,"Breakfast, Lunch, Dinner",Tasvee Restaurant,tel:+65 6747 4574,,4.5,,,,,7 reviews,
0,"8 Shenton Way Axa Tower, Singapore 068811 Singapore",Central Business District,"1.27609,103.84737","Japanese, Sushi, Asian","[u'$$ - $$$, Japanese, Sushi, Asian']","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Delivery, Takeout, Table Service",2422,"Lunch, Dinner",Kotobuki Japanese Restaurant,tel:+65 6327 9590,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,20 reviews,
0,"44 Holland Drive #02-13 Holland Drive Market & Food Centre, Singapore 270044 Singapore",Holland Drive,"1.308251,103.79272","Asian, Singaporean","[u'$, Asian, Singaporean']","Delivery, Takeout, Seating, Parking Available, Wheelchair Accessible, Digital Payments, Free Wifi",2423,"Brunch, Lunch, Dinner",ROJAK LINE - The Finest Rojak,tel:+65 9227 2275,,4.5,,,,,9 reviews,
0,"310 Orchard Road, Singapore 119620 Singapore",National University of Singapore,"1.291677,103.77749",Asian,"[u'$, Asian']","Seating, Reservations, Wheelchair Accessible, Table Service",2424,Dinner,Chilli Padi Nonya Cafe,tel:+65 6235 2669,,4.0,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,16 reviews,
0,"Block 511 Bedok N St 3 Ste #01-08 Kaki Bukit 511 Market and Food Centre, Singapore 460511 Singapore",Bedok,"1.33325,103.93059","Chinese, Seafood","[u'$, Chinese, Seafood']",,2425,,Newton Circle Hand Made Pau,,,4.0,,,,,10 reviews,
0,"6A Shenton Way Downtown Gallery #01-04, Singapore 068815 Singapore",Cecil,"1.27651,103.84845",,[u'$'],,2426,,Express by Chatterbox,tel:+65 6220 0758,,4.0,,,,,11 reviews,
0,"99B Tanjong Pagar Road, Singapore 088520 Singapore",Outram,"1.27738,103.84374","Japanese, Asian, Sushi","[u'$$ - $$$, Japanese, Asian, Sushi']",Seating,2427,"Lunch, Dinner",Hanare Japanese Cafe,tel:+65 6222 1976,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,13 reviews,
0,"2 Havelock Road Havelock2 #01-11, Havelock II, Singapore 059763 Singapore",Central Area/City Area,"1.2871,103.8451",Italian,"[u'$$ - $$$, Italian']",,2428,,Pasta Express,tel:+65 9278 1342,,5.0,,,,,6 reviews,
0,"104 Jalan Jurong Kechil, Singapore 598603 Singapore",Anak Bukit,"1.34081,103.77239",Japanese,[u'Japanese'],,2429,,Ajiya Okonomiyaki Restaurant,tel:+65 6463 3461,,4.0,,,,,11 reviews,
0,"109 N North Bridge Road Funan #01-25, Singapore 179097 Singapore",City Hall,"1.29169,103.84958",,[u'$'],,2430,Brunch,Subway,tel:+65 6336 7973,,4.0,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,16 reviews,
0,"11 Keng Cheow Street #01-10 Riverside Piazza, Singapore 059608 Singapore",Central Area/City Area,"1.28854,103.84397",Italian,"[u'$$ - $$$, Italian']",Reservations,2431,,Stickies Bar,tel:+65 6443 7564,,4.0,,,,,12 reviews,
0,"238 Thomson Road Novena Square Floor 02 Unit 27 26, Singapore 307683 Singapore",Moulmein,"1.32013,103.84368","Italian, Pizza","[u'$$ - $$$, Italian, Pizza']","Takeout, Reservations, Seating",2432,"Dinner, Lunch",Marco Marco,tel:+65 6820 0119,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,24 reviews,
0,"3D River Valley Road #01-06 Clarke Quay, Singapore 179023 Singapore",Central Area/City Area,"1.28998,103.84558","Bar, Pub","[u'$$ - $$$, Bar, Pub']","Reservations, Seating, Serves Alcohol, Outdoor Seating, Table Service",2433,Dinner,TongKang Colonial Bar & Restaurant,tel:+65 6333 4868,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,38 reviews,
0,"125 East Coast Road, Singapore 428810 Singapore",Marine Parade,"1.305971,103.90476","American, Mediterranean, Asian, Thai, Grill","[u'$, American, Mediterranean, Asian']",,2434,"Brunch, After-hours, Drinks, Breakfast, Lunch, Dinner",AlibabaR the Hawker Bar,tel:+65 6440 6147,S$6 - S$19,4.0,,,,,12 reviews,
0,"321 Alexandra Road #01-01 Alexandra Central Alexandra Central Mall, Singapore 159971 Singapore",Bukit Merah,"1.28751,103.80519","Chinese, Asian","[u'Chinese, Asian']",,2435,,Mian Jia Noodle Bar,tel:+65 6265 9273,,5.0,,,,,5 reviews,
0,"4 Hillview Rise The Hillier 01-12/13 Hill V2, Singapore 667979 Singapore",Bukit Batok,"1.36339,103.76424","Cafe, Soups","[u'$$ - $$$, Cafe, Soups, Vegetarian Friendly']",,2436,"Breakfast, Lunch, Brunch",Cedele,tel:+65 6710 7174,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,17 reviews,Vegetarian Friendly
0,"500 Jalan Sultan Hotel Boss #01-20, Hotel Boss, Singapore 199020 Singapore",Crawford,"1.305787,103.86046","American, Steakhouse, Pizza, Asian, Pub, Gastropub, Singaporean","[u'$$ - $$$, American, Steakhouse, Pizza']",,2437,"After-hours, Drinks, Lunch, Dinner",Tocha Bistro,tel:+65 6291 7118,S$10 - S$40,4.5,,,,,8 reviews,
0,"9 Raffles Boulevard Millenia Walk #P3-03 Millenia Walk, Singapore 039596 Singapore",Marina Centre,"1.2923,103.85968",,[u'$$ - $$$'],,2438,,Ma Maison,tel:+65 6338 9391,,4.0,,,,,13 reviews,
0,"16 Mohamed Sultan Road #01-01, Singapore 238965 Singapore",Central Area/City Area,"1.29361,103.84143","French, European, Asian, Contemporary, Singaporean, Italian","[u'$$$$, French, European, Asian']",,2439,"After-hours, Drinks, Dinner",Pixy bar & cuisine,tel:+65 9171 7682,S$69 - S$208,4.0,,,,,13 reviews,
0,"545 Orchard Road Far East Shopping Centre Far East Shopping Centre #03-18/19, Singapore 238882 Singapore",Boulevard,"1.305744,103.83043",Cafe,"[u'$$ - $$$, Cafe']","Reservations, Seating, Table Service",2440,"Lunch, Dinner",Hob Nob Cafe Bar,tel:+65 6134 0474,,4.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,14 reviews,
0,"61 Circular Rd #01-01, Singapore 04915 Singapore",Central Area/City Area,"1.286097,103.84928","Japanese, Asian, Soups","[u'$$ - $$$, Japanese, Asian, Soups']",Seating,2441,"Lunch, Dinner",Ramen Bar Suzuki,,,4.0,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,25 reviews,
0,"35 Cuppage Road Cuppage Terrace Cuppage Terrace, Singapore 229459 Singapore",Somerset,"1.302097,103.84042","Japanese, Sushi","[u'$$ - $$$, Japanese, Sushi']",Reservations,2442,Dinner,Tomi Sushi Echigotei,tel:+65 6333 4633,,4.0,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,17 reviews,
0,"97 Amoy Street, Singapore 069917 Singapore",Outram,"1.281257,103.84755","International, Fusion","[u'$$$$, International, Fusion']","Reservations, Seating, Serves Alcohol, Table Service",2443,Lunch,Blackwattle,tel:+65 6224 2232,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,32 reviews,
0,"24 Raffles Place, Basement Clifford Centre, Singapore 048621 Singapore",Central Area/City Area,"1.28388,103.85225",Chinese,[u'Chinese'],,2444,,NTUC Foodfare,tel:+65 6325 7717,,4.5,,,,,8 reviews,
